horse_id;horsename;horsenumber;weight;draw;sex;saddle;dam;damby;colour;equipment;equipmentshoes;equipmentheadgear;equipmenttongue;gelded;owner;race_num;raceprogramcode;racedate;race_date_time;month;horse_ref;lengthsbehind;meritrating;race_name;race_description;race_surface;race_class;race_distance;result_pos1;result_pos2;result_pos3;result_pos4;finish_position;jockey_name;venue;last_month_runs;ltwo_month_runs;last_month_wins;last_two_month_wins;perc_win_one_month;perc_win_ltwo_month;last_month_seconds;last_two_month_second;perc_sec_lone_month;perc_sec_ltwo_month;last_month_third;last_two_month_third;perc_third_lone_month;perc_third_ltwo_month;last_month_FOURTH;last_two_month_FOURTH;perc_fourth_lone_month;perc_forth_ltwo_month;Last_month_Tfour_positions;Last_two_month_Tfour_positions;perc_topfor_lone_month;perc_topfor_ltwo_month;trainercurrent;T_ltwo_month_runs;T_perc_win_ltwo_month;T_perc_sec_ltwo_month;T_perc_third_ltwo_month;T_perc_forth_ltwo_month;T_perc_topfor_ltwo_month;breeder;B_venue;B_ltwo_month_runs;B_perc_win_ltwo_month;B_perc_sec_ltwo_month;B_perc_third_ltwo_month;B_perc_forth_ltwo_month;B_perc_topfor_ltwo_month;hj_ltwo_month_runs;hj_ltwo_month_top4;hj_ltwo_month_top3;hj_ltwo_month_top2;hj_ltwo_month_wins;h_ltwo_month_runs;h_ltwo_month_top4;h_ltwo_month_top3;h_ltwo_month_top2;h_ltwo_month_wins;target_win;0;1
372083;BEECHAMWOOD BOY;7;57.5;7;G;7;Time To Laugh;Windrush (USA);b;A   ;NA;NA;NA;NULL;Messrs I B Gibson, P B Gibson, M Sharkey &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372084;YAMADORI;6;57.5;6;G;6;One Fine Day;Trippi (USA);b;ABt ;NA;B;t;NULL;Messrs N Jonsson &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372085;MUSIC IS LIFE;15;52;15;G;15;A Woman&#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372086;GOOD TRAVELLER;10;60;10;G;10;Skylar Lane;Western Winter (USA);ch;A   ;NA;NA;NA;NULL;Mr H F Schwegmann;5;XED;2024/07/21 12:20;2024/07/21 12:20;7;224716;9.10;98;FOLLOW GOLD CIRCLE ON FACEBOOK MR 98 HANDICAP;Open;Turf / Stand;A;1200;4;8;12;14;10;R A Venniker;Hollywoodbets Scottsville;22;30;1;1;4.54545454545455;3.33333333333333;2;22;9.09090909090909;6.66666666666667;1;2;4.54545454545455;6.66666666666667;3;3;13.6363636363636;10;7;8;31.8181818181818;26.6666666666667;Michael Roberts;0;0;0;0;0;0;Lammerskraal Stud;Hollywoodbets Scottsville;6;0;0;0;16.6666666666667;16.6666666666667;2;1;1;1;0;2;1;1;1;0;0;0.87;0.13
372087;WINTER GAMES;5;57.5;5;G;5;What Fun;Ideal World (USA);b;A   ;NA;NA;NA;NULL;Messrs Sterling M Miller &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372088;EXCEPT TEMPTATION;3;57.5;3;G;3;Looking At Stars;Philanthropist (USA);b;A   ;NA;NA;NA;NULL;Mr P M Murugasa;5;XED;2024/07/21 12:20;2024/07/21 12:20;7;227316;9.85;94;FOLLOW GOLD CIRCLE ON FACEBOOK MR 98 HANDICAP;Open;Turf / Stand;A;1200;4;8;12;14;10;C Habib;Hollywoodbets Scottsville;23;31;4;4;17.3913043478261;12.9032258064516;1;23;4.34782608695652;3.2258064516129;3;3;13.0434782608696;9.67741935483871;0;1;0;3.2258064516129;8;9;34.7826086956522;29.0322580645161;Peter Muscutt;0;0;0;0;0;0;Drakenstein Stud (Nom: Mrs G A Rupert);Hollywoodbets Scottsville;10;0;10;30;20;60;2;2;1;0;0;3;3;2;1;0;0;0.85;0.15
372089;REEFWAY;9;58.5;9;F;9;Awaafy (AUS);Written Tycoon (AUS);b;AB  ;NA;B;NA;NULL;Mr G S Knowles;5;XED;2024/07/21 12:20;2024/07/21 12:20;7;252099;9.90;95;FOLLOW GOLD CIRCLE ON FACEBOOK MR 98 HANDICAP;Open;Turf / Stand;A;1200;4;8;12;14;10;C Maujean;Hollywoodbets Scottsville;4;10;0;0;0;0;1;4;25;10;0;0;0;0;2;2;50;20;3;3;75;30;Louis Goosen;0;0;0;0;0;0;Birch Bros;Hollywoodbets Scottsville;6;16.6666666666667;0;0;0;16.6666666666667;0;0;0;0;0;2;0;0;0;0;0;0.896;0.104
372090;COMMON GROUNDS;2;59.5;2;G;2;Konfessional;Kahal (GB);b;A   ;NA;NA;NA;NULL;Mr Preggie Somasundram;5;XED;2024/07/21 12:20;2024/07/21 12:20;7;226554;11.80;98;FOLLOW GOLD CIRCLE ON FACEBOOK MR 98 HANDICAP;Open;Turf / Stand;A;1200;4;8;12;14;10;A Mgudlwa;Hollywoodbets Scottsville;21;29;1;1;4.76190476190476;3.44827586206897;0;21;0;0;1;1;4.76190476190476;3.44827586206897;2;2;9.52380952380952;6.89655172413793;4;4;19.047619047619;13.7931034482759;Darryl Moore;0;0;0;0;0;0;Mr P G de Beyer;Hollywoodbets Scottsville;4;25;0;0;0;25;1;1;1;0;0;3;3;3;2;2;0;0.856;0.144
372091;PAISLEY PARK;13;59.5;13;G;13;Eva Tibbs;Casey Tibbs (IRE);b;ABt ;NA;B;t;NULL;Sean Tarry Racing (Pty) Ltd &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372092;NEITHERHERENORTHER;1;52;1;G;1;Linda My Love;Spectrum (IRE);b;A   ;NA;NA;NA;NULL;EVN Legal Practitioners Inc (Nom : Mr J C Pieterse);5;XED;2024/07/21 12:20;2024/07/21 12:20;7;252797;16.85;82;FOLLOW GOLD CIRCLE ON FACEBOOK MR 98 HANDICAP;Open;Turf / Stand;A;1200;4;8;12;14;10;K A Brewer;Hollywoodbets Scottsville;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Peter Muscutt;0;0;0;0;0;0;Klawervlei Stud;Hollywoodbets Scottsville;13;7.69230769230769;30.7692307692308;15.3846153846154;0;53.8461538461538;0;0;0;0;0;0;0;0;0;0;0;0.944;0.056
372093;NORTHERN WARRIOR;4;61;4;G;4;Roc &#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372094;COTTON RON;2;56.5;2;G;2;Cotton Candy;Trippi (USA);b;AB  ;NA;B;NA;NULL;Mr M J A Ferreira;6;XED;2024/07/21 12:20;2024/07/21 12:20;7;251869;1.20;61;GALLOP TV MR 68 HANDICAP;Open;Turf / Stand;E;1000;4;2;3;1;2;S Khumalo;Hollywoodbets Scottsville;20;25;2;3;10;12;1;20;5;4;3;4;15;16;0;0;0;0;6;8;30;32;Louis Goosen;0;0;0;0;0;0;Rathmor Stud (Nom: Mr M J A Ferreira);Hollywoodbets Scottsville;6;0;16.6666666666667;0;16.6666666666667;33.3333333333333;1;0;0;0;0;3;0;0;0;0;0;0.892;0.108
372095;PURPLE POWAHOUSE;3;56;3;G;3;Clarion Call;Kabool (GB);b;AB  ;NA;B;NA;NULL;Hollywood Syndicate (Nom: Mr A Delpech);6;XED;2024/07/21 12:20;2024/07/21 12:20;7;217119;1.70;60;GALLOP TV MR 68 HANDICAP;Open;Turf / Stand;E;1000;4;2;3;1;3;A Mgudlwa;Hollywoodbets Scottsville;21;29;1;1;4.76190476190476;3.44827586206897;0;21;0;0;1;1;4.76190476190476;3.44827586206897;2;2;9.52380952380952;6.89655172413793;4;4;19.047619047619;13.7931034482759;Alyson Wright;0;0;0;0;0;0;Drakenstein Stud (Nom: Mrs G A Rupert);Hollywoodbets Scottsville;10;0;10;30;20;60;1;1;1;0;0;2;1;1;0;0;0;0.908;0.092
372096;BUSTER KEATON;1;56.5;1;G;1;Run Like Hell;Captain Al;b;A   ;NA;NA;NA;NULL;Mrs S Plattner;6;XED;2024/07/21 12:20;2024/07/21 12:20;7;225182;2.10;61;GALLOP TV MR 68 HANDICAP;Open;Turf / Stand;E;1000;4;2;3;1;4;C Habib;Hollywoodbets Scottsville;23;31;4;4;17.3913043478261;12.9032258064516;1;23;4.34782608695652;3.2258064516129;3;3;13.0434782608696;9.67741935483871;0;1;0;3.2258064516129;8;9;34.7826086956522;29.0322580645161;Andre Nel;0;0;0;0;0;0;La Plaisance Stud;Hollywoodbets Scottsville;3;33.3333333333333;33.3333333333333;0;0;66.6666666666667;0;0;0;0;0;0;0;0;0;0;0;0.886;0.114
372097;SPIRITED FLIGHT;9;56;9;F;9;Pimpinella;Fort Wood (USA);b;A   ;NA;NA;NA;NULL;J Joseph &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372098;DARING ACT;7;61.5;7;G;7;Daring Diva;King Of Kings (IRE);b;AB  ;NA;B;NA;NULL;Mr S S Pooe;6;XED;2024/07/21 12:20;2024/07/21 12:20;7;228427;6.40;72;GALLOP TV MR 68 HANDICAP;Open;Turf / Stand;E;1000;4;2;3;1;10;B Plaatjies;Hollywoodbets Scottsville;8;8;0;0;0;0;1;8;12.5;12.5;0;0;0;0;0;0;0;0;1;1;12.5;12.5;Siboniso Ngcobo;0;0;0;0;0;0;Mr G C Kalil;Hollywoodbets Scottsville;3;33.3333333333333;33.3333333333333;0;0;66.6666666666667;0;0;0;0;0;2;0;0;0;0;0;0.926;0.074
372099;ARVERNI PRINCESS;6;58;6;F;6;Cyber Magic;Ashaawes (USA);b;A   ;NA;NA;NA;NULL;Mr L W Goosen;6;XED;2024/07/21 12:20;2024/07/21 12:20;7;227193;7.00;65;GALLOP TV MR 68 HANDICAP;Open;Turf / Stand;E;1000;4;2;3;1;10;C Maujean;Hollywoodbets Scottsville;4;10;0;0;0;0;1;4;25;10;0;0;0;0;2;2;50;20;3;3;75;30;Louis Goosen;0;0;0;0;0;0;Oldlands Stud;Hollywoodbets Scottsville;5;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0.896;0.104
372100;GRANDDADDY PURPLE;10;52;10;G;10;Pale Moon Rising (IRE);Kingmambo (USA);b;Bt ;NA;B;t;NULL;Messrs J D Glaister, S R Crawford, C C Britz, J T Eady, B T Gaillard, K S Storkey, W Malan &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372101;TRADE WAR;5;61;5;G;5;Bellotto Flash (AUS);Bellotto (USA);b;A   ;NA;NA;NA;NULL;Messrs B J Wiese &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372102;GOLD AGENT;8;60.5;8;F;8;Oochee Agent;Cataloochee;b;ABt ;NA;B;t;NULL;Bryan &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372103;MASCHERINA;9;57.5;9;F;9;Justthewayyouare;Fort Wood (USA);b;A   ;NA;NA;NA;NULL;Varsfontein Stud (Pty) Ltd (Nom: Mr J S Kalmanson);7;XED;2024/07/21 12:20;2024/07/21 12:20;7;227516;0;87;OPEN A TABGOLD ACCOUNT - 031 314 1874 FM 90 HANDICAP (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372104;CRAZY BLUES;4;54.5;4;M;4;Bristol Blue;Western Winter (USA);b;A   ;NA;NA;NA;NULL;Mr M J A Ferreira;7;XED;2024/07/21 12:20;2024/07/21 12:20;7;251849;3.90;79;OPEN A TABGOLD ACCOUNT - 031 314 1874 FM 90 HANDICAP (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372105;MY LADY SOUL;3;58;3;F;3;Winter Wood;Western Winter (USA);b;A   ;NA;NA;NA;NULL;Dj Jazzy D Racing (Pty) Ltd (Nom: Mr C Mooloo);7;XED;2024/07/21 12:20;2024/07/21 12:20;7;227603;5.70;88;OPEN A TABGOLD ACCOUNT - 031 314 1874 FM 90 HANDICAP (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372106;WONDERFUL;2;56.5;2;F;2;Seattle Gold;Sail From Seattle (CAN);b;A   ;NA;NA;NA;NULL;Dj Jazzy D Racing (Pty) Ltd (Nom: Mr C Mooloo) &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372107;MOUNTAINSOFTHEMOON;1;55.5;1;F;1;Along The Nile (USA);Belong To Me (USA);b;AB  ;NA;B;NA;NULL;Messrs R A Hill, C Khan &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372108;ZINIKELE;7;61.5;7;F;7;Furina;Parade Leader (USA);b;AB  ;NA;B;NA;NULL;Hollywood Syndicate (Nom: Mr A Delpech);7;XED;2024/07/21 12:20;2024/07/21 12:20;7;253214;6.75;93;OPEN A TABGOLD ACCOUNT - 031 314 1874 FM 90 HANDICAP (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372109;PRINCESS ARLOWE;8;58.5;8;F;8;Mulher De Branco;Visionaire (USA);gr;A   ;NA;NA;NA;NULL;Blue Sky Thoroughbreds;7;XED;2024/07/21 12:20;2024/07/21 12:20;7;228063;6.95;89;OPEN A TABGOLD ACCOUNT - 031 314 1874 FM 90 HANDICAP (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372110;MALCOLM&#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372111;IMPERIOUS DESTINY;6;57.5;6;F;6;Imperious Star;Navarone (USA);ch;A   ;NA;NA;NA;NULL;Hollywood Syndicate (Nom: Mr A Delpech);7;XED;2024/07/21 12:20;2024/07/21 12:20;7;253175;12.70;85;OPEN A TABGOLD ACCOUNT - 031 314 1874 FM 90 HANDICAP (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372112;HARLEY STREET;9;55;9;G;9;Street Wise (NZ);Street Cry (IRE);b;A   ;NA;NA;NA;NULL;Mrs M D J Liley;8;XED;2024/07/21 12:20;2024/07/21 12:20;7;226281;0;78;Hollywoodbets BRIGHT FUTURE MR 88 HANDICAP;Open;Turf / Inside;B;1500;9;5;15;3;1;M Thackeray;Hollywoodbets Scottsville;6;10;0;0;0;0;1;6;16.6666666666667;10;0;0;0;0;0;0;0;0;1;1;16.6666666666667;10;Tony Rivalland;0;0;0;0;0;0;Backworth Stud;Hollywoodbets Scottsville;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0.952;0.048
372113;DOWN BY THE RIVER;5;55.5;5;G;5;Oh My Darling;Western Winter (USA);ch;A  e;NA;NA;NA;NULL;Messrs G A R Sturlese,Late G P Cox, H J Da Silva, B W Hamilton, G M Littleford, S H Murray, P C Rugg, Mr A G &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372114;KITCHAKAL;15;59.5;15;G;15;Daphne Garland;Fort Wood (USA);b;A   ;NA;NA;NA;NULL;Hollywood Syndicate (Nom: Mr A Delpech);8;XED;2024/07/21 12:20;2024/07/21 12:20;7;253809;0.90;87;Hollywoodbets BRIGHT FUTURE MR 88 HANDICAP;Open;Turf / Inside;B;1500;9;5;15;3;3;K J Lihaba;Hollywoodbets Scottsville;2;9;0;0;0;0;0;4;0;22.2222222222222;0;0;0;0;0;1;0;11.1111111111111;0;3;0;33.3333333333333;Duncan Howells;0;0;0;0;0;0;Wilgerbosdrift &amp;;;;;;;;;;;;;;;;;;;;
372115;EL DANTE;3;55.5;3;G;3;Jet Princess;Jet Master;b;A   ;NA;NA;NA;NULL;D de Andrade, S Gaskell &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372116;GOLDEN PEACE;14;60.5;14;G;14;Peace Bell (USA);Kingmambo (USA);b;A   ;NA;NA;NA;NULL;Messrs J F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372117;CYBER TIME;6;58;6;G;6;Cyber Toy;Modern Day (USA);b;A   ;NA;NA;NA;NULL;Mr L W Goosen;8;XED;2024/07/21 12:20;2024/07/21 12:20;7;224258;1.95;84;Hollywoodbets BRIGHT FUTURE MR 88 HANDICAP;Open;Turf / Inside;B;1500;9;5;15;3;10;C Maujean;Hollywoodbets Scottsville;4;10;0;0;0;0;1;4;25;10;0;0;0;0;2;2;50;20;3;3;75;30;Louis Goosen;0;0;0;0;0;0;Oldlands Stud;Hollywoodbets Scottsville;5;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0.898;0.102
372118;PRINCEOFGREEN;2;60.5;2;G;2;Princess Nicky;Count Dubois (GB);b;AB  ;NA;B;NA;NULL;Mr Majed Mahal W Albugami;8;XED;2024/07/21 12:20;2024/07/21 12:20;7;226467;2.20;91;Hollywoodbets BRIGHT FUTURE MR 88 HANDICAP;Open;Turf / Inside;B;1500;9;5;15;3;10;M Yeni;Hollywoodbets Scottsville;19;19;3;3;15.7894736842105;15.7894736842105;1;19;5.26315789473684;5.26315789473684;2;2;10.5263157894737;10.5263157894737;1;1;5.26315789473684;5.26315789473684;7;7;36.8421052631579;36.8421052631579;Paul Matchett;0;0;0;0;0;0;Big Sky Ranch  (Greg Morris);Hollywoodbets Scottsville;5;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0.834;0.166
372119;RALPH THE RASCAL;10;57;10;G;10;Ice Link;Toreador (IRE);b;A   ;NA;NA;NA;NULL;Hollywood Syndicate (Nom: Mr A Delpech);8;XED;2024/07/21 12:20;2024/07/21 12:20;7;217385;2.80;82;Hollywoodbets BRIGHT FUTURE MR 88 HANDICAP;Open;Turf / Inside;B;1500;9;5;15;3;10;R Fourie;Hollywoodbets Scottsville;23;30;4;7;17.3913043478261;23.3333333333333;6;24;26.0869565217391;23.3333333333333;5;5;21.7391304347826;16.6666666666667;4;6;17.3913043478261;20;19;25;82.6086956521739;83.3333333333333;Siboniso Ngcobo;0;0;0;0;0;0;Moutonshoek;Hollywoodbets Scottsville;7;14.2857142857143;14.2857142857143;0;0;28.5714285714286;0;0;0;0;0;2;1;1;1;0;0;0.82;0.18
372120;WYLIE RILEY;8;60.5;8;G;8;Secret Seven;Dynasty;b;A t ;NA;NA;t;NULL;Messrs L M Nestadt &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372121;BUGALUGS;4;55;4;C;4;Verbatim;Var (USA);b;A   ;NA;NA;NA;NULL;Messrs A Espitalier- Noel &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372122;CABINET SHUFFLE;11;57.5;11;G;11;National Nite Mare;National Emblem;ch;A   ;NA;NA;NA;NULL;Vibrant Nation Club (Pty) Ltd (Nom: Lance Raphael Cherry);8;XED;2024/07/21 12:20;2024/07/21 12:20;7;219723;6.45;83;Hollywoodbets BRIGHT FUTURE MR 88 HANDICAP;Open;Turf / Inside;B;1500;9;5;15;3;10;B Plaatjies;Hollywoodbets Scottsville;8;8;0;0;0;0;1;8;12.5;12.5;0;0;0;0;0;0;0;0;1;1;12.5;12.5;Louis Goosen;0;0;0;0;0;0;Wilgerbosdrift &amp;;;;;;;;;;;;;;;;;;;;
372123;JOSEPHINE&#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372124;KING&#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372125;LORD WYLIE;1;57;1;G;1;Dieu Te Garde;Argonaut;ch;A   ;NA;NA;NA;NULL;The Late Dr N A Labuschagne;8;XED;2024/07/21 12:20;2024/07/21 12:20;7;221601;8.60;82;Hollywoodbets BRIGHT FUTURE MR 88 HANDICAP;Open;Turf / Inside;B;1500;9;5;15;3;10;S Khumalo;Hollywoodbets Scottsville;20;25;2;3;10;12;1;20;5;4;3;4;15;16;0;0;0;0;6;8;30;32;Wendy Whitehead;0;0;0;0;0;0;Cheveley Stud;Hollywoodbets Scottsville;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.882;0.118
372126;CANFORD ICE;12;56;12;G;12;Summer Ice;Spectrum (IRE);b;A   ;NA;NA;NA;NULL;Mr Preggie Somasundram;8;XED;2024/07/21 12:20;2024/07/21 12:20;7;228455;35.60;82;Hollywoodbets BRIGHT FUTURE MR 88 HANDICAP;Open;Turf / Inside;B;1500;9;5;15;3;10;K A Brewer;Hollywoodbets Scottsville;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Robbie Hill;0;0;0;0;0;0;Wynnholme Stud;Hollywoodbets Scottsville;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.946;0.054
372130;MOTHER CITY;4;60;4;F;4;Regal Empress;Philanthropist (USA);ch;AB  ;NA;B;NA;NULL;Mr Sabastian Govender;1;XVD;2024/07/23 12:30;2024/07/23 12:30;7;230322;0;0;4RACING WELCOMES YOU MAIDEN JUVENILE PLATE (Fillies);For 2 yof R100 000 Win CRS Bonus;Turf / Straight;F;1100;4;5;7;6;1;M K Katjedi;Vaal;5;12;0;0;0;0;1;6;20;16.6666666666667;0;0;0;0;0;0;0;0;1;2;20;16.6666666666667;Corrie Lensley;0;0;0;0;0;0;Mr J J Venter (New Horizons Stud);Vaal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.982;0.018
372131;QUASIKAT;5;60;5;F;5;Yekaterina;Gimmethegreenlight (AUS);b;A   ;NA;NA;NA;NULL;Mr E Khan;1;XVD;2024/07/23 12:30;2024/07/23 12:30;7;229241;0.10;0;4RACING WELCOMES YOU MAIDEN JUVENILE PLATE (Fillies);For 2 yof R100 000 Win CRS Bonus;Turf / Straight;F;1100;4;5;7;6;2;C Zackey;Vaal;7;19;1;2;14.2857142857143;10.5263157894737;1;10;14.2857142857143;21.0526315789474;1;1;14.2857142857143;5.26315789473684;2;2;28.5714285714286;10.5263157894737;5;9;71.4285714285714;47.3684210526316;Mark Khan;0;0;0;0;0;0;Normandy Stud;Vaal;2;50;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0.87;0.13
372132;TAKE YOUR PLACE;7;60;7;F;7;Formation;Sarge;b;A t ;NA;NA;t;NULL;Mr St John D Gray;1;XVD;2024/07/23 12:30;2024/07/23 12:30;7;229023;0.70;0;4RACING WELCOMES YOU MAIDEN JUVENILE PLATE (Fillies);For 2 yof R100 000 Win CRS Bonus;Turf / Straight;F;1100;4;5;7;6;3;M Yeni;Vaal;6;19;0;1;0;5.26315789473684;0;7;0;5.26315789473684;1;4;16.6666666666667;21.0526315789474;1;1;16.6666666666667;5.26315789473684;2;7;33.3333333333333;36.8421052631579;St John Gray;0;0;0;0;0;0;Graystone Stud;Vaal;17;0;11.7647058823529;5.88235294117647;11.7647058823529;29.4117647058824;0;0;0;0;0;4;3;1;1;0;0;0.87;0.13
372133;SUMMER WINTER;6;60;6;F;6;Bella Summer;Trippi (USA);b;A   ;NA;NA;NA;NULL;Drakenstein Stud (Nom: Mrs G A Rupert);1;XVD;2024/07/23 12:30;2024/07/23 12:30;7;229640;1.90;0;4RACING WELCOMES YOU MAIDEN JUVENILE PLATE (Fillies);For 2 yof R100 000 Win CRS Bonus;Turf / Straight;F;1100;4;5;7;6;4;G Lerena;Vaal;5;18;2;6;40;33.3333333333333;1;7;20;16.6666666666667;0;1;0;5.55555555555556;0;1;0;5.55555555555556;3;11;60;61.1111111111111;M G Azzie/A A Azzie;0;0;0;0;0;0;Drakenstein Stud (Nom: Mrs G A Rupert);Vaal;12;16.6666666666667;0;8.33333333333333;16.6666666666667;41.6666666666667;0;0;0;0;0;1;0;0;0;0;0;0.788;0.212
372134;BELLA BOOP BOOP;1;60;1;F;1;Rabbedoe;Eightfold Path (USA);b;ABt ;NA;B;t;NULL;Mr T P Zackey;1;XVD;2024/07/23 12:30;2024/07/23 12:30;7;230659;6.40;0;4RACING WELCOMES YOU MAIDEN JUVENILE PLATE (Fillies);For 2 yof R100 000 Win CRS Bonus;Turf / Straight;F;1100;4;5;7;6;10;T Mayhew;Vaal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Corrie Lensley;0;0;0;0;0;0;Corne Spies Racing (Pty) Ltd;Vaal;2;0;100;0;0;100;0;0;0;0;0;3;0;0;0;0;0;0.936;0.064
372135;VULCANITE;8;60;8;F;8;Live Aid;Philanthropist (USA);b;A   ;NA;NA;NA;NULL;Bryan &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372136;FUTURE DATE;3;60;3;F;3;Engagement;Announce;b;A   ;NA;NA;NA;NULL;Mr St John D Gray;1;XVD;2024/07/23 12:30;2024/07/23 12:30;7;229060;7.65;0;4RACING WELCOMES YOU MAIDEN JUVENILE PLATE (Fillies);For 2 yof R100 000 Win CRS Bonus;Turf / Straight;F;1100;4;5;7;6;10;M van Rensburg;Vaal;5;10;0;1;0;10;0;5;0;0;1;1;20;10;0;1;0;10;1;3;20;30;St John Gray;0;0;0;0;0;0;Graystone Stud;Vaal;17;0;11.7647058823529;5.88235294117647;11.7647058823529;29.4117647058824;0;0;0;0;0;0;0;0;0;0;0;0.946;0.054
372137;ENDIZAYO;2;60;2;F;2;Felicity Flyer;Noordhoek Flyer;b;A   ;NA;NA;NA;NULL;Bryan &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372138;BLAZE A WAY;4;60;4;G;4;Berry Blaze (IRE);Danehill Dancer (IRE);b;AH  ;H;NA;NA;NULL;Messrs W G de Koker, M A Kalil, G J Nassif, J Nassif, Jayden Nassif, G, K &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
