horse_id;horsename;horsenumber;weight;draw;sex;saddle;dam;damby;colour;equipment;equipmentshoes;equipmentheadgear;equipmenttongue;gelded;owner;race_num;raceprogramcode;racedate;race_date_time;month;horse_ref;lengthsbehind;meritrating;race_name;race_description;race_surface;race_class;race_distance;result_pos1;result_pos2;result_pos3;result_pos4;finish_position;jockey_name;venue;last_month_runs;ltwo_month_runs;last_month_wins;last_two_month_wins;perc_win_one_month;perc_win_ltwo_month;last_month_seconds;last_two_month_second;perc_sec_lone_month;perc_sec_ltwo_month;last_month_third;last_two_month_third;perc_third_lone_month;perc_third_ltwo_month;last_month_FOURTH;last_two_month_FOURTH;perc_fourth_lone_month;perc_forth_ltwo_month;Last_month_Tfour_positions;Last_two_month_Tfour_positions;perc_topfor_lone_month;perc_topfor_ltwo_month;trainercurrent;T_ltwo_month_runs;T_perc_win_ltwo_month;T_perc_sec_ltwo_month;T_perc_third_ltwo_month;T_perc_forth_ltwo_month;T_perc_topfor_ltwo_month;breeder;B_venue;B_ltwo_month_runs;B_perc_win_ltwo_month;B_perc_sec_ltwo_month;B_perc_third_ltwo_month;B_perc_forth_ltwo_month;B_perc_topfor_ltwo_month;hj_ltwo_month_runs;hj_ltwo_month_top4;hj_ltwo_month_top3;hj_ltwo_month_top2;hj_ltwo_month_wins;h_ltwo_month_runs;h_ltwo_month_top4;h_ltwo_month_top3;h_ltwo_month_top2;h_ltwo_month_wins;target_win;0;1
370652;Ticking Bomb;6;55.5;7;F;6;Tick Tock;Captain Al;b;A;A;NA;NA;NULL;Drakenstein Stud (Nom: Mrs G A Rupert);1;XFD;2024/07/02 12:35;2024/07/02 12:35;7;227315;0;65;WELCOME TO NELSON MANDELA BAY OPEN MAIDEN;For Maiden. R15 000 Win bonus ROA Member;Poly;OPEN MAIDEN;1200;6;3;4;2;1;C Zackey;Fairview Polytrack;15;39;1;4;6.66666666666667;10.2564102564103;2;19;13.3333333333333;15.3846153846154;3;8;20;20.5128205128205;4;8;26.6666666666667;20.5128205128205;10;26;66.6666666666667;66.6666666666667;G S Kotzen;0;0;0;0;0;0;Drakenstein Stud (Nom: Mrs G A Rupert);Fairview Polytrack;14;7.14285714285714;21.4285714285714;0;28.5714285714286;57.1428571428571;0;0;0;0;0;2;0;0;0;0;1;0.854;0.146
370653;Ellorix;3;59;8;F;3;Elle Va;Var (USA);b;A;A;NA;NA;NULL;ASSM Racing Syndicate (Nom: Mr A Chadha);1;XFD;2024/07/02 12:35;2024/07/02 12:35;7;226895;2.75;72;WELCOME TO NELSON MANDELA BAY OPEN MAIDEN;For Maiden. R15 000 Win bonus ROA Member;Poly;OPEN MAIDEN;1200;6;3;4;2;2;M van Rensburg;Fairview Polytrack;8;21;1;2;12.5;9.52380952380952;0;9;0;4.76190476190476;1;4;12.5;19.047619047619;0;2;0;9.52380952380952;2;9;25;42.8571428571429;C Bass-Robinson;0;0;0;0;0;0;Wilgerbosdrift &amp;;;;;;;;;;;;;;;;;;;;
370654;War Sword;4;58;4;G;4;Dream Dancer;Querari (GER);b;AC;A;C;NA;NULL;Messrs Morgan Govender &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370655;Lady Luck;2;59.5;3;F;2;Cover Page;Querari (GER);b;A;A;NA;NA;NULL;Mrs S Plattner;1;XFD;2024/07/02 12:35;2024/07/02 12:35;7;227716;5.00;73;WELCOME TO NELSON MANDELA BAY OPEN MAIDEN;For Maiden. R15 000 Win bonus ROA Member;Poly;OPEN MAIDEN;1200;6;3;4;2;4;L Mxothwa;Fairview Polytrack;22;33;4;5;18.1818181818182;15.1515151515152;2;24;9.09090909090909;12.1212121212121;3;4;13.6363636363636;12.1212121212121;4;6;18.1818181818182;18.1818181818182;13;19;59.0909090909091;57.5757575757576;J P Nel;18;0;16.6666666666667;33.3333333333333;5.55555555555556;55.5555555555556;Narrow Creek Stud;Fairview Polytrack;8;12.5;25;0;0;37.5;0;0;0;0;0;0;0;0;0;0;0;0.904;0.096
370656;Consigliere;1;60;1;G;1;Secretariat&#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370657;Smart View;7;53;2;G;7;Smart Suzy;Silvano (GER);b;At;A;NA;t;NULL;Mrs G Thomson;1;XFD;2024/07/02 12:35;2024/07/02 12:35;7;228203;9.25;39;WELCOME TO NELSON MANDELA BAY OPEN MAIDEN;For Maiden. R15 000 Win bonus ROA Member;Poly;OPEN MAIDEN;1200;6;3;4;2;10;M H Alabdulmalik;Fairview Polytrack;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;G D Smith;100;10;10;12;17;49;Riyo Stud;Fairview Polytrack;3;0;0;33.3333333333333;0;33.3333333333333;0;0;0;0;0;0;0;0;0;0;0;0.884;0.116
370658;Quiet Whisper;8;52.5;5;F;8;Murmering Sky;Jallad (USA);b;AB;A;B;NA;NULL;Messrs T Muthusamy, N J W Deetlefs, Robin Strydom, G M Kotzen &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370659;Statesman;5;57;6;G;5;In Camera;Caesour (USA);b;At;A;NA;t;NULL;Messrs J F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370660;Seaside Trip;5;60;6;F;5;Firstnightbliss;Jallad (USA);ch;A;A;NA;NA;NULL;Mr W J Engelbrecht (Jnr);2;XFD;2024/07/02 12:35;2024/07/02 12:35;7;227031;0;60;PLAY SOCCER 6, 10 AND 13 MAIDEN PLATE (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370661;La Pequenita;2;60;4;F;2;Tahini;Silvano (GER);b;At;A;NA;t;NULL;Pine Lodge Stud &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370739;Serrano;6;60;2;C;6;Pure Spice;Black Minnaloushe (USA);b;At;A;NA;t;NULL;J R Blumberg,D Chinsammy,R G Coppin,E Naicker,B M Nassif, G, K &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370740;Robert Browning;5;60;6;C;5;Follow The Piper;Tiger Ridge (USA);b;At;A;NA;t;NULL;Mr K P &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370741;Yojimbo;8;60;1;C;8;One Of A Kind;Dynasty;b;A;A;NA;NA;NULL;Mr K P Nagendran;3;XVD;2024/07/04 12:30;2024/07/04 12:30;7;230156;4.75;0;TAB TELEBET 0861 000 822 MAIDEN JUVENILE PLATE;For 2 yo R100 000 Win CRS Bonus;Turf;MAIDEN JUVENILE PLATE;1700;3;6;5;8;4;K A Brewer;Vaal;5;9;0;0;0;0;1;5;20;11.1111111111111;1;1;20;11.1111111111111;0;0;0;0;2;2;40;22.2222222222222;A G Laird;4;25;0;25;0;50;Wilgerbosdrift &amp;;;;;;;;;;;;;;;;;;;;
370742;Red Legend;4;60;3;G;4;Dance Over;Twice Over (GB);b;A;A;NA;NA;NULL;Mr M Havenga;3;XVD;2024/07/04 12:30;2024/07/04 12:30;7;230481;4.85;0;TAB TELEBET 0861 000 822 MAIDEN JUVENILE PLATE;For 2 yo R100 000 Win CRS Bonus;Turf;MAIDEN JUVENILE PLATE;1700;3;6;5;8;10;C Zackey;Vaal;7;19;1;2;14.2857142857143;10.5263157894737;1;10;14.2857142857143;21.0526315789474;1;1;14.2857142857143;5.26315789473684;2;2;28.5714285714286;10.5263157894737;5;9;71.4285714285714;47.3684210526316;M N Houdalakis;10;10;30;10;0;50;Birch Bros;Vaal;1;0;0;0;0;0;2;1;0;0;0;2;1;0;0;0;0;0.774;0.226
370743;Heroic Act;2;60;5;G;2;Firth Of Tay;Rich Man&#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370744;Cash Discount;1;60;1;C;1;Cash In Camilla;Bankable (IRE);ch;A;A;NA;NA;NULL;Mr S W Robinson &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370745;Towers Of Gold;7;60;4;G;7;Galaxy Gold;Global One (AUS);b;A;A;NA;NA;NULL;Messrs M J Kapnias &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370746;Willy Meet Again;13;57;7;F;13;Rendezvous;Philanthropist (USA);ch;A;A;NA;NA;NULL;Mr D Shawe;4;XVD;2024/07/04 12:30;2024/07/04 12:30;7;229852;0;0;PLAY SOCCER 6, 10 AND 13 MAIDEN PLATE (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370747;Komati River;10;57;4;F;10;Venus Rising;Second Empire (IRE);b;A;A;NA;NA;NULL;Adv A P Joubert &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370748;Cat O&#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370831;Beijing Boulevard;7;57.5;2;F;7;Turandot;Qui Danzig (USA);b;A;A;NA;NA;NULL;Messrs D Fegen &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370832;Tornado King;5;60;5;C;5;Silver Dancer;Silvano (GER);b;A;A;NA;NA;NULL;Five Star Racing &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370833;Petteia;3;60;4;G;3;Candy Crush;Sail From Seattle (CAN);b;At;A;NA;t;NULL;Messrs J F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370834;Portcullis;4;60;5;G;4;Castle Pine;Caesour (USA);b;ACt;A;C;t;NULL;Itssa It &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370835;Island Master;1;60;6;G;1;Kiribati;Model Man;b;AB;A;B;NA;NULL;Mr G M Kotzen &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370836;Fearless Badger;5;60;2;G;5;Badger Creek;Ideal World (USA);b;AHt;A;H;t;NULL;Mr Dennis Armstrong;3;XFD;2024/07/05 12:30;2024/07/05 12:30;7;226411;4.00;60;FILTER-TECH MAIDEN PLATE;For all Maidens. R15 000 Win bonus ROA Members;Poly;MAIDEN PLATE;2000;3;4;1;5;4;Y Ramzan;Fairview Polytrack;9;23;1;1;11.1111111111111;4.34782608695652;1;9;11.1111111111111;4.34782608695652;2;3;22.2222222222222;13.0434782608696;0;0;0;0;4;5;44.4444444444444;21.7391304347826;G D Smith;100;10;10;12;17;49;Wilgerbosdrift &amp;;;;;;;;;;;;;;;;;;;;
370837;Belle&#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370838;Take A Mulligan;2;60;3;G;2;Nordic Light;Warm White Night;ch;AHt;A;H;t;NULL;Mr S B Adams;3;XFD;2024/07/05 12:30;2024/07/05 12:30;7;226973;8.60;68;FILTER-TECH MAIDEN PLATE;For all Maidens. R15 000 Win bonus ROA Members;Poly;MAIDEN PLATE;2000;3;4;1;5;10;L Mxothwa;Fairview Polytrack;22;33;4;5;18.1818181818182;15.1515151515152;2;24;9.09090909090909;12.1212121212121;3;4;13.6363636363636;12.1212121212121;4;6;18.1818181818182;18.1818181818182;13;19;59.0909090909091;57.5757575757576;G D Smith;100;10;10;12;17;49;Normandy Stud;Fairview Polytrack;8;0;12.5;12.5;25;50;0;0;0;0;0;2;1;1;1;0;0;0.898;0.102
370839;Mister Miyagi;7;60;7;G;7;Aspen Fire;Go Deputy (USA);b;aB;a;B;NA;NULL;Mesdames Cecilia Trickett, M O Strydom, Messrs E E Griebenow, J V A Strydom &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370840;Pantador;8;60;8;G;8;Inspiring;Kahal (GB);ch;e;NA;NA;NA;NULL;Miss C Lotz;3;XFD;2024/07/05 12:30;2024/07/05 12:30;7;226496;21.10;40;FILTER-TECH MAIDEN PLATE;For all Maidens. R15 000 Win bonus ROA Members;Poly;MAIDEN PLATE;2000;3;4;1;5;10;N Nastili;Fairview Polytrack;13;33;3;5;23.0769230769231;15.1515151515152;2;14;15.3846153846154;9.09090909090909;0;0;0;0;3;7;23.0769230769231;21.2121212121212;8;15;61.5384615384615;45.4545454545455;J P Nel;18;0;16.6666666666667;33.3333333333333;5.55555555555556;55.5555555555556;Heuningsfontein;Fairview Polytrack;5;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0.87;0.13
370927;Baratheon;11;53;10;G;11;Pure Class;Jet Master;b;A;A;NA;NA;NULL;Mrs N Botha, Messrs M B Bloemstein, R C M Caris, Dev Naidoo, B R Nel &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370928;Sundance Kid;10;52.5;9;G;10;Far Hills;Fort Wood (USA);b;AC;A;C;NA;NULL;Itssa It &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370929;Perfect Witness;16;56.5;14;M;16;Fakazi;Albarahin (USA);ch;AB;A;B;NA;NULL;Ralphs Racing (Pty) Ltd (Nom: Miss K Ralphs);3;WGR;2024/07/06 11:45;2024/07/06 11:45;7;224415;7.70;105;SPLASHOUT 2200 (Grade 3);Handicap;Turf;CAMPANAJO 2200 (Grade 3);2200;3;9;6;5;10;JP van de Merwe;Hollywoodbets Greyville;4;16;1;1;25;6.25;0;5;0;6.25;0;2;0;12.5;0;2;0;12.5;1;6;25;37.5;C Dawson;8;0;25;0;25;50;Mr G J Armitage;Hollywoodbets Greyville;18;5.55555555555556;5.55555555555556;11.1111111111111;11.1111111111111;33.3333333333333;0;0;0;0;0;2;1;0;0;0;0;0.878;0.122
370930;Pyromaniac;1;53.5;1;G;1;Pine Princess;Captain Al;ch;At;A;NA;t;NULL;Mr A R &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370931;Red Maple;13;58;12;F;13;Cherry Tree Lane (IRE);Fastnet Rock (AUS);b;ABt;A;B;t;NULL;Wilgerbosdrift (Pty) Ltd (Nom: Mrs M Slack);3;WGR;2024/07/06 11:45;2024/07/06 11:45;7;253722;10.50;108;SPLASHOUT 2200 (Grade 3);Handicap;Turf;CAMPANAJO 2200 (Grade 3);2200;3;9;6;5;10;C Zackey;Hollywoodbets Greyville;18;43;3;8;16.6666666666667;18.6046511627907;4;25;22.2222222222222;25.5813953488372;2;4;11.1111111111111;9.30232558139535;0;3;0;6.97674418604651;9;26;50;60.4651162790698;S G Tarry;29;20.6896551724138;13.7931034482759;3.44827586206897;3.44827586206897;41.3793103448276;Wilgerbosdrift &amp;;;;;;;;;;;;;;;;;;;;
370932;Street Art;12;58;11;G;12;Pop Art;Var (USA);b;A;A;NA;NA;NULL;Glistian (Pty) Ltd (Nom: J da Mata);3;WGR;2024/07/06 11:45;2024/07/06 11:45;7;252075;12.40;108;SPLASHOUT 2200 (Grade 3);Handicap;Turf;CAMPANAJO 2200 (Grade 3);2200;3;9;6;5;10;S J Donohoe;Hollywoodbets Greyville;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A P Peter;5;0;20;20;20;60;Rous Bros (Henham Stud);Hollywoodbets Greyville;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0.9;0.1
370933;The Futurist;7;56;6;G;7;Black Mischief;Black Minnaloushe (USA);b;Ae;A;NA;NA;NULL;Pete &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370937;Madison Valley;3;51.5;3;C;3;Valdovino;Al Mufti (USA);b;AB;A;B;NA;NULL;Mr Sid Moodley;4;WGR;2024/07/06 11:45;2024/07/06 11:45;7;228409;0;88;DStv GOLD VASE (Grade 3);For all horses;Turf;GOLD VASE (Grade 3);3000;3;7;12;6;1;K A Brewer;Hollywoodbets Greyville;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;F Robinson;19;0;0;0;5.26315789473684;5.26315789473684;Clifton Stud;Hollywoodbets Greyville;24;16.6666666666667;12.5;8.33333333333333;8.33333333333333;45.8333333333333;0;0;0;0;0;2;1;1;1;1;1;0.924;0.076
370938;Shoot The Rapids;7;55.5;7;C;7;Rapid Flow;Modern Day (USA);b;A;A;NA;NA;NULL;Mr Sid Moodley;4;WGR;2024/07/06 11:45;2024/07/06 11:45;7;228463;0.40;99;DStv GOLD VASE (Grade 3);For all horses;Turf;GOLD VASE (Grade 3);3000;3;7;12;6;2;C Habib;Hollywoodbets Greyville;24;46;1;3;4.16666666666667;6.52173913043478;1;27;4.16666666666667;8.69565217391304;2;3;8.33333333333333;6.52173913043478;5;7;20.8333333333333;15.2173913043478;9;17;37.5;36.9565217391304;F Robinson;19;0;0;0;5.26315789473684;5.26315789473684;Wynnholme Stud;Hollywoodbets Greyville;8;0;0;0;12.5;12.5;2;0;0;0;0;3;0;0;0;0;0;0.91;0.09
370939;Nebraas;12;60;11;G;12;Noor Dubai;Archipenko (USA);b;ABt;A;B;t;NULL;Messrs Jarryd Lahoud, J R Blumberg, Gary Citron, Larry Pogir, S Poriazis, A Lahoud, Mrs B M A Lahoud &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370961;Sorceress Supreme;14;60;14;F;14;Chillon;Silvano (GER);ch;A;A;NA;NA;NULL;Messrs D Chinsammy, Kenny Govender, E Naicker &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370962;Little Ballerina;11;60;11;F;11;Little Fastnet (IRE);Fastnet Rock (AUS);b;A;A;NA;NA;NULL;Ralphs Racing (Pty) Ltd (Nom: Miss K Ralphs) &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370963;Disting;6;60;6;F;6;Our Destiny;Var (USA);b;A;A;NA;NA;NULL;Mrs Viv Burgess;5;WGR;2024/07/06 11:45;2024/07/06 11:45;7;230609;11.30;96;ZULU KINGDOM EXPLORER GOLDEN SLIPPER (Grade 2);For 2 yof R100 000 Win CRS Bonus;Turf;GOLDEN SLIPPER (Grade 2);1400;1;12;13;8;10;K Matsunyane;Hollywoodbets Greyville;14;25;0;0;0;0;1;14;7.14285714285714;4;0;0;0;0;0;4;0;16;1;5;7.14285714285714;20;G S Kotzen;26;15.3846153846154;15.3846153846154;0;0;30.7692307692308;Blue Sky Thoroughbreds;Hollywoodbets Greyville;10;0;10;0;10;20;0;0;0;0;0;1;0;0;0;0;0;0.976;0.024
370964;Beautiful Rania;5;60;5;F;5;Als Bonanza;Captain Al;b;A;A;NA;NA;NULL;Miss S Bhana;5;WGR;2024/07/06 11:45;2024/07/06 11:45;7;229103;13.30;85;ZULU KINGDOM EXPLORER GOLDEN SLIPPER (Grade 2);For 2 yof R100 000 Win CRS Bonus;Turf;GOLDEN SLIPPER (Grade 2);1400;1;12;13;8;10;R Danielson;Hollywoodbets Greyville;5;5;0;0;0;0;0;5;0;0;1;1;20;20;1;1;20;20;2;2;40;40;D S Bosch;12;25;0;0;8.33333333333333;33.3333333333333;Klawervlei Stud;Hollywoodbets Greyville;19;5.26315789473684;15.7894736842105;0;10.5263157894737;31.5789473684211;0;0;0;0;0;0;0;0;0;0;0;0.95;0.05
370965;Siberian Winter;10;60;10;F;10;Winter Sun;What A Winter;b;A;A;NA;NA;NULL;Mr N Volschenk;5;WGR;2024/07/06 11:45;2024/07/06 11:45;7;230657;16.70;84;ZULU KINGDOM EXPLORER GOLDEN SLIPPER (Grade 2);For 2 yof R100 000 Win CRS Bonus;Turf;GOLDEN SLIPPER (Grade 2);1400;1;12;13;8;10;R A Venniker;Hollywoodbets Greyville;20;42;3;5;15;11.9047619047619;1;21;5;4.76190476190476;4;7;20;16.6666666666667;4;6;20;14.2857142857143;12;20;60;47.6190476190476;M L Roberts;21;4.76190476190476;9.52380952380952;23.8095238095238;14.2857142857143;52.3809523809524;Blue Sky Thoroughbreds;Hollywoodbets Greyville;10;0;10;0;10;20;1;0;0;0;0;1;0;0;0;0;0;0.872;0.128
370966;You Bring Me Joy;9;60;9;F;9;Shedrivesmecrazy;Tiger Ridge (USA);ch;A;A;NA;NA;NULL;Messrs D Chinsammy, E Naicker, B R Nel &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370968;Cosmic Speed;2;60;2;G;2;Cosmic Dream;Silvano (GER);b;A;A;NA;NA;NULL;Mrs H Kuhn, Mr Krishen Naidoo &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370969;Proceed;14;60;14;C;14;Xplosive Kiss;Captain Al;b;At;A;NA;t;NULL;Messrs J F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370970;Cats Pajamas;3;60;3;C;3;Sea Cat;Var (USA);b;A;A;NA;NA;NULL;Mr Sid Moodley;6;WGR;2024/07/06 11:45;2024/07/06 11:45;7;228830;3.15;98;DURBAN GOLDEN HORSESHOE (Grade 2);For 2 yo R100 000 Win CRS Bonus;Turf;GOLDEN HORSESHOE (Grade 2);1400;2;14;13;0;10;S Veale;Hollywoodbets Greyville;7;26;2;3;28.5714285714286;11.5384615384615;0;7;0;0;1;3;14.2857142857143;11.5384615384615;1;3;14.2857142857143;11.5384615384615;4;9;57.1428571428571;34.6153846153846;F Robinson;19;0;0;0;5.26315789473684;5.26315789473684;Wilgerbosdrift &amp;;;;;;;;;;;;;;;;;;;;
371056;Ripple Effect;6;60.5;6;F;6;Sea Of Calm (USA);Quiet American (USA);b;AB;A;B;NA;NULL;Paardeberg Stud (Nom: Sally Anne Bruss);11;WGR;2024/07/06 11:45;2024/07/06 11:45;7;227425;5.80;105;BRENTFORD FC PINNACLE STAKES (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371057;Reefway;3;58;3;F;3;Awaafy (AUS);Written Tycoon (AUS);b;AB;A;B;NA;NULL;Mesdames Varuna Sewmungal &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371058;Le Premiere;11;56;11;F;11;Captivating Party;National Assembly (CAN);b;A;A;NA;NA;NULL;Messrs J Brijmohun,J W Kobusch &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371059;Shantastic;2;62;2;F;2;Gain Ground;Fort Wood (USA);b;A;A;NA;NA;NULL;Hollywood Syndicate (Nom: Mr A Delpech);11;WGR;2024/07/06 11:45;2024/07/06 11:45;7;253805;8.55;109;BRENTFORD FC PINNACLE STAKES (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371060;Wonderful;8;54;8;F;8;Seattle Gold;Sail From Seattle (CAN);b;A;A;NA;NA;NULL;Dj Jazzy D Racing (Pty) Ltd (Nom: Mr C Mooloo) &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371061;Troppo Veloce;9;60.5;9;F;9;Aljawhara (AUS);Elusive Quality (USA);b;A;A;NA;NA;NULL;Waste Glass Recovery (Pty) Ltd (Nom: J H de Lange);11;WGR;2024/07/06 11:45;2024/07/06 11:45;7;227211;9.70;108;BRENTFORD FC PINNACLE STAKES (F &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371062;Chocolate Soldier;1;57;1;G;1;Secret Star;Pathfork (USA);b;AH;A;H;NA;NULL;Messrs R P Macnab, I D Berg, C D Brown, S Poriazis, J M D S Soares &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371063;Black Egret;3;61.5;3;G;3;Water Bird;Silvano (GER);b;a;a;NA;NA;NULL;Hollywood Syndicate (Nom: Mr A Delpech);12;WGR;2024/07/06 11:45;2024/07/06 11:45;7;253825;0.80;93;GAGASI FM - MR 90 HANDICAP;Open;Poly;MR 90 HANDICAP;1000;1;3;4;10;2;S Khumalo;Hollywoodbets Greyville;18;35;4;6;22.2222222222222;17.1428571428571;4;19;22.2222222222222;14.2857142857143;1;1;5.55555555555556;2.85714285714286;0;0;0;0;9;12;50;34.2857142857143;C Binda;0;0;0;0;0;0;Wilgerbosdrift &amp;;;;;;;;;;;;;;;;;;;;
371064;Law Of Success;4;57.5;4;F;4;Nest Egg;Goldkeeper (USA);b;A;A;NA;NA;NULL;Mr P F Matchett;12;WGR;2024/07/06 11:45;2024/07/06 11:45;7;253642;1.55;85;GAGASI FM - MR 90 HANDICAP;Open;Poly;MR 90 HANDICAP;1000;1;3;4;10;3;R A Venniker;Hollywoodbets Greyville;20;42;3;5;15;11.9047619047619;1;21;5;4.76190476190476;4;7;20;16.6666666666667;4;6;20;14.2857142857143;12;20;60;47.6190476190476;P F Matchett;5;0;20;20;40;80;Mr G J Armitage;Hollywoodbets Greyville;18;5.55555555555556;5.55555555555556;11.1111111111111;11.1111111111111;33.3333333333333;0;0;0;0;0;4;3;1;1;0;0;0.818;0.182
371146;After Hours;7;57;3;G;7;In My Secret Life;Miesque&#39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371147;John Wick;3;60.5;9;G;3;Garibondy;Var (USA);b;ABt;A;B;t;NULL;Messrs D Chinsammy, E Naicker, G J Nassif, J Nassif &amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
